20180826,增城,凤凰城,翡翠绿洲湖翠苑,4室0厅,245平米,2000
20180826,增城,凤凰城,碧桂园凤凰城凤晴苑,4室2厅,140平米,3000
20180826,增城,凤凰城,翡翠绿洲克拉邻里,2室2厅,81平米,2000
20180826,增城,凤凰城,合生湖山国际,2室2厅,90平米,2200
20180826,增城,凤凰城,翡翠绿洲克拉邻里,3室2厅,99平米,2400
20180826,增城,凤凰城,东凌广场,0室0厅,56平米,2520
20180826,增城,凤凰城,东凌广场,0室0厅,79平米,4363.15
20180826,增城,凤凰城,碧桂园凤凰城凤晴苑,2室2厅,88平米,1800
20180826,增城,凤凰城,东凌广场,0室0厅,70平米,4200
20180826,增城,凤凰城,碧桂园凤凰城凤翠苑,5室2厅,177平米,4500
20180826,增城,凤凰城,碧桂园凤凰城凤天苑,3室2厅,107平米,2800
20180826,增城,凤凰城,碧桂园凤凰城凤晴苑,2室2厅,80平米,2500
20180826,增城,凤凰城,碧桂园凤凰城凤晴苑,2室2厅,80平米,2800
20180826,增城,凤凰城,合生湖山国际,2室2厅,90平米,2000
20180826,增城,凤凰城,碧桂园凤凰城凤仪苑,3室2厅,105平米,2500
20180826,增城,凤凰城,碧桂园凤凰城凤仪苑,3室2厅,99平米,2600
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,94平米,2800
20180826,增城,凤凰城,碧桂园凤凰城凤仪苑,3室2厅,99平米,1800
20180826,增城,凤凰城,碧桂园凤凰城凤妍苑,3室2厅,100平米,2800
20180826,增城,凤凰城,碧桂园凤凰城凤妍苑,3室2厅,94平米,2600
20180826,增城,凤凰城,碧桂园凤凰城凤天苑,3室2厅,107平米,3500
20180826,增城,凤凰城,碧桂园凤凰城凤妍苑,3室2厅,95平米,2800
20180826,增城,凤凰城,碧桂园凤凰城凤天苑,3室2厅,107平米,2500
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,98平米,1700
20180826,增城,凤凰城,翡翠绿洲湖滨苑,2室2厅,94平米,2500
20180826,增城,凤凰城,翡翠绿洲育才阳光苑,3室2厅,95平米,2300
20180826,增城,凤凰城,碧桂园凤凰城凤林苑,7室2厅,570平米,19000
20180826,增城,凤凰城,翡翠绿洲森林半岛,2室2厅,92平米,2000
20180826,增城,凤凰城,碧桂园凤凰城凤仪苑,3室2厅,104平米,2000
20180826,增城,凤凰城,翡翠绿洲森林半岛,4室1厅,238平米,8000
20180826,增城,凤凰城,翡翠绿洲育才阳光苑,2室2厅,90平米,2500
20180826,增城,凤凰城,碧桂园凤凰城凤妍苑,3室2厅,94平米,2600
20180826,增城,凤凰城,碧桂园凤凰城凤翔苑,5室3厅,406平米,15000
20180826,增城,凤凰城,碧桂园凤凰城凤天苑,3室2厅,105平米,2100
20180826,增城,凤凰城,碧桂园凤凰城凤仪苑,4室2厅,154平米,3000
20180826,增城,凤凰城,翡翠绿洲鸣翠园,5室2厅,227平米,12000
20180826,增城,凤凰城,翡翠绿洲宝翠园,4室2厅,184平米,5000
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,2室2厅,92平米,2200
20180826,增城,凤凰城,东凌广场,3室2厅,100平米,2300
20180826,增城,凤凰城,翡翠绿洲育才阳光苑,3室2厅,124平米,2500
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,95平米,2000
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,98平米,2600
20180826,增城,凤凰城,合生湖山国际,4室2厅,138平米,3000
20180826,增城,凤凰城,翡翠绿洲森林半岛,2室2厅,88平米,2200
20180826,增城,凤凰城,翡翠绿洲育才阳光苑,3室2厅,125平米,2500
20180826,增城,凤凰城,翡翠绿洲森林半岛,2室2厅,90平米,2000
20180826,增城,凤凰城,翡翠绿洲湖绣苑,2室2厅,95平米,2800
20180826,增城,凤凰城,碧桂园凤凰城凤盈苑,4室2厅,181平米,3200
20180826,增城,凤凰城,碧桂园凤凰城凤仪苑,3室2厅,105平米,2600
20180826,增城,凤凰城,碧桂园凤凰城凤妍苑,3室2厅,100平米,3300
20180826,增城,凤凰城,碧桂园凤凰城凤天苑,3室2厅,107平米,3200
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,106平米,2300
20180826,增城,凤凰城,翡翠绿洲森林半岛,3室2厅,102平米,1200
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,93平米,2300
20180826,增城,凤凰城,碧桂园凤凰城凤妍苑,2室2厅,104平米,2600
20180826,增城,凤凰城,碧桂园凤凰城凤妍苑,3室2厅,99平米,3000
20180826,增城,凤凰城,碧桂园凤凰城凤妍苑,3室2厅,99平米,3000
20180826,增城,凤凰城,翡翠绿洲森林半岛,2室2厅,74平米,2000
20180826,增城,凤凰城,翡翠绿洲森林半岛,2室2厅,90平米,2300
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,97平米,1900
20180826,增城,凤凰城,碧桂园凤凰城凤锦苑,3室2厅,135平米,3300
20180826,增城,凤凰城,碧桂园凤凰城凤仪苑,3室2厅,99平米,2200
20180826,增城,凤凰城,碧桂园凤凰城凤妍苑,3室2厅,99平米,2800
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,100平米,2000
20180826,增城,凤凰城,合生湖山国际,4室2厅,138平米,2700
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,97平米,2500
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,100平米,2500
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,2室2厅,105平米,2200
20180826,增城,凤凰城,碧桂园凤凰城凤盈苑,5室3厅,240平米,6500
20180826,增城,凤凰城,翡翠绿洲湖绣苑,2室2厅,90平米,2200
20180826,增城,凤凰城,碧桂园凤凰城凤晴苑,1室1厅,47平米,1600
20180826,增城,凤凰城,碧桂园凤凰城凤仪苑,3室2厅,100平米,2500
20180826,增城,凤凰城,东凌广场,3室2厅,100平米,1000
20180826,增城,凤凰城,合生湖山国际,3室2厅,92平米,2300
20180826,增城,凤凰城,碧桂园凤凰城凤妍苑,3室2厅,93平米,2800
20180826,增城,凤凰城,合生湖山国际,2室2厅,89平米,1800
20180826,增城,凤凰城,合生湖山国际,2室2厅,90平米,2200
20180826,增城,凤凰城,碧桂园凤凰城凤妍苑,3室2厅,95平米,3000
20180826,增城,凤凰城,东凌广场,1室1厅,40平米,1500
20180826,增城,凤凰城,合生湖山国际,2室2厅,92平米,2000
20180826,增城,凤凰城,碧桂园凤凰城凤晴苑,4室2厅,140平米,3000
20180826,增城,凤凰城,翡翠绿洲克拉邻里,2室2厅,81平米,2000
20180826,增城,凤凰城,翡翠绿洲克拉邻里,3室2厅,99平米,2400
20180826,增城,凤凰城,合生湖山国际,2室2厅,90平米,2200
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,95平米,2000
20180826,增城,凤凰城,碧桂园凤凰城凤妍苑,3室2厅,99平米,2400
20180826,增城,凤凰城,翡翠绿洲森林半岛,2室2厅,87平米,1800
20180826,增城,凤凰城,碧桂园凤凰城凤盈苑,4室2厅,171平米,3500
20180826,增城,凤凰城,碧桂园凤凰城凤妍苑,2室2厅,99平米,2700
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,93平米,2200
20180826,增城,凤凰城,碧桂园凤凰城凤妍苑,3室2厅,99平米,3000
20180826,增城,凤凰城,翡翠绿洲森林半岛,2室2厅,74平米,2000
20180826,增城,凤凰城,碧桂园凤凰城凤锦苑,3室2厅,135平米,3300
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,97平米,1900
20180826,增城,凤凰城,翡翠绿洲森林半岛,2室2厅,90平米,2300
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,94平米,2500
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,2室2厅,105平米,1800
20180826,增城,凤凰城,碧桂园凤凰城凤凰名苑,2室1厅,75平米,2000
20180826,增城,凤凰城,碧桂园凤凰城凤妍苑,3室2厅,100平米,2800
20180826,增城,凤凰城,碧桂园凤凰城凤仪苑,2室2厅,60平米,1600
20180826,增城,凤凰城,碧桂园凤凰城凤晴苑,1室1厅,49平米,1400
20180826,增城,凤凰城,翡翠绿洲湖滨苑,3室2厅,103平米,2000
20180826,增城,凤凰城,碧桂园凤凰城凤妍苑,3室2厅,100平米,3000
20180826,增城,凤凰城,合生湖山国际,3室2厅,147平米,2800
20180826,增城,凤凰城,碧桂园凤凰城凤晴苑,1室1厅,51平米,1600
20180826,增城,凤凰城,碧桂园凤凰城凤凰名苑,3室2厅,98平米,3000
20180826,增城,凤凰城,碧桂园凤凰城凤妍苑,3室2厅,100平米,3200
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,2室2厅,98平米,2100
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,2室1厅,93平米,2000
20180826,增城,凤凰城,碧桂园凤凰城凤晴苑,2室2厅,88平米,2300
20180826,增城,凤凰城,碧桂园凤凰城凤仪苑,2室1厅,78平米,2200
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,2室1厅,85平米,1700
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,2室1厅,96平米,2000
20180826,增城,凤凰城,碧桂园凤凰城凤仪苑,3室2厅,100平米,2800
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,2室2厅,92平米,2000
20180826,增城,凤凰城,翡翠绿洲湖绣苑,2室2厅,95平米,2500
20180826,增城,凤凰城,翡翠绿洲湖绣苑,2室2厅,95平米,2300
20180826,增城,凤凰城,碧桂园凤凰城凤林苑,4室2厅,200平米,5500
20180826,增城,凤凰城,碧桂园凤凰城凤晴苑,4室2厅,140平米,3600
20180826,增城,凤凰城,碧桂园凤凰城凤凰名苑,3室1厅,90平米,1800
20180826,增城,凤凰城,碧桂园凤凰城凤仪苑,4室2厅,109平米,2200
20180826,增城,凤凰城,合生湖山国际,2室2厅,90平米,2200
20180826,增城,凤凰城,合生湖山国际,3室2厅,131平米,1800
20180826,增城,凤凰城,合生湖山国际,2室2厅,90平米,2200
20180826,增城,凤凰城,碧桂园凤凰城凤凰岛,2室2厅,105平米,3300
20180826,增城,凤凰城,碧桂园凤凰城凤凰岛,2室2厅,105平米,3500
20180826,增城,凤凰城,碧桂园凤凰城凤晴苑,2室2厅,80平米,2500
20180826,增城,凤凰城,合生湖山国际,3室2厅,89平米,2500
20180826,增城,凤凰城,合生湖山国际,2室2厅,90平米,2300
20180826,增城,凤凰城,合生湖山国际,3室2厅,89平米,1800
20180826,增城,凤凰城,碧桂园凤凰城凤凰岛,3室2厅,203平米,8000
20180826,增城,凤凰城,东凌广场,1室1厅,50平米,1600
20180826,增城,凤凰城,东凌广场,2室1厅,78平米,2200
20180826,增城,凤凰城,碧桂园凤凰城凤晴苑,1室1厅,52平米,1500
20180826,增城,凤凰城,越秀保利爱特城,3室2厅,100平米,3100
20180826,增城,凤凰城,东凌广场,0室0厅,56平米,2520
20180826,增城,凤凰城,东凌广场,0室0厅,79平米,4363.15
20180826,增城,凤凰城,碧桂园凤凰城凤晴苑,2室2厅,88平米,1800
20180826,增城,凤凰城,东凌广场,0室0厅,70平米,4200
20180826,增城,凤凰城,碧桂园凤凰城凤凰名苑,4室2厅,140平米,2800
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,2室2厅,93平米,1800
20180826,增城,凤凰城,翡翠绿洲克拉邻里,2室2厅,81平米,2000
20180826,增城,凤凰城,合生湖山国际,2室2厅,90平米,2200
20180826,增城,凤凰城,翡翠绿洲克拉邻里,3室2厅,99平米,2400
20180826,增城,凤凰城,碧桂园凤凰城凤晴苑,4室2厅,140平米,3000
20180826,增城,凤凰城,碧桂园凤凰城凤妍苑,3室2厅,100平米,3000
20180826,增城,凤凰城,碧桂园凤凰城凤妍苑,2室2厅,103平米,3000
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,97平米,1800
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,97平米,2500
20180826,增城,凤凰城,碧桂园凤凰城凤锦苑,3室2厅,107平米,2400
20180826,增城,凤凰城,碧桂园凤凰城凤锦苑,4室2厅,134平米,4000
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,100平米,2500
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,96平米,2500
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,97平米,2300
20180826,增城,凤凰城,碧桂园凤凰城凤锦苑,3室2厅,122平米,3500
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,99平米,2300
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,93平米,2000
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,94平米,2300
20180826,增城,凤凰城,碧桂园凤凰城凤妍苑,3室1厅,104平米,2500
20180826,增城,凤凰城,碧桂园凤凰城凤妍苑,3室2厅,95平米,3000
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,2室2厅,92平米,2800
20180826,增城,凤凰城,碧桂园凤凰城凤锦苑,4室1厅,135平米,3199.5
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,97平米,2200
20180826,增城,凤凰城,碧桂园凤凰城凤锦苑,3室2厅,122平米,3000
20180826,增城,凤凰城,碧桂园凤凰城凤天苑,2室2厅,107平米,2500
20180826,增城,凤凰城,碧桂园凤凰城凤盈苑,2室1厅,93平米,1900
20180826,增城,凤凰城,碧桂园凤凰城凤仪苑,4室2厅,137平米,2800
20180826,增城,凤凰城,碧桂园凤凰城凤锦苑,3室2厅,135平米,4200
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,99平米,2000
20180826,增城,凤凰城,碧桂园凤凰城凤锦苑,3室2厅,135平米,3800
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,2室2厅,97平米,2000
20180826,增城,凤凰城,碧桂园凤凰城凤锦苑,3室2厅,135平米,4000
20180826,增城,凤凰城,碧桂园凤凰城凤锦苑,3室2厅,122平米,3500
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,92平米,2500
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,2室2厅,98平米,1800
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,101平米,2300
20180826,增城,凤凰城,碧桂园凤凰城凤晴苑,3室2厅,100平米,2800
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,2室2厅,92平米,2600
20180826,增城,凤凰城,翡翠绿洲森林半岛,2室2厅,90平米,2000
20180826,增城,凤凰城,翡翠绿洲湖绣苑,2室2厅,95平米,2800
20180826,增城,凤凰城,合生湖山国际,3室2厅,147平米,2800
20180826,增城,凤凰城,翡翠绿洲育才阳光苑,3室2厅,125平米,2500
20180826,增城,凤凰城,碧桂园凤凰城凤凰名苑,3室2厅,98平米,3000
20180826,增城,凤凰城,碧桂园凤凰城凤晴苑,1室1厅,51平米,1600
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,2室2厅,98平米,2200
20180826,增城,凤凰城,碧桂园凤凰城凤锦苑,4室2厅,135平米,2900
20180826,增城,凤凰城,碧桂园凤凰城凤盈苑,4室2厅,181平米,3200
20180826,增城,凤凰城,碧桂园凤凰城凤仪苑,3室2厅,105平米,2600
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,2室2厅,98平米,2100
20180826,增城,凤凰城,碧桂园凤凰城凤妍苑,3室2厅,100平米,3200
20180826,增城,凤凰城,东凌广场,3室2厅,102平米,2500
20180826,增城,凤凰城,碧桂园凤凰城凤晴苑,2室2厅,88平米,2300
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,2室1厅,93平米,2000
20180826,增城,凤凰城,翡翠绿洲森林半岛,2室2厅,91平米,2500
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,97平米,1800
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,93平米,1600
20180826,增城,凤凰城,碧桂园凤凰城凤凰岛,2室2厅,105平米,3800
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,93平米,1800
20180826,增城,凤凰城,翡翠绿洲森林半岛,2室2厅,93平米,2500
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,93平米,1900
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,93平米,1800
20180826,增城,凤凰城,碧桂园凤凰城凤凰名苑,4室2厅,140平米,3000
20180826,增城,凤凰城,合生湖山国际,3室2厅,90平米,2500
20180826,增城,凤凰城,合生湖山国际,2室2厅,90平米,2000
20180826,增城,凤凰城,越秀保利爱特城,4室2厅,112平米,2800
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,95平米,2400
20180826,增城,凤凰城,碧桂园凤凰城凤晴苑,2室2厅,80平米,1800
20180826,增城,凤凰城,碧桂园凤凰城凤锦苑,3室2厅,122平米,3000
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,97平米,2300
20180826,增城,凤凰城,碧桂园凤凰城凤锦苑,3室2厅,122平米,2200
20180826,增城,凤凰城,碧桂园凤凰城凤天苑,3室2厅,105平米,2700
20180826,增城,凤凰城,碧桂园凤凰城凤天苑,3室2厅,106平米,2300
20180826,增城,凤凰城,翡翠绿洲育才阳光苑,3室2厅,125平米,2700
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,2室2厅,84平米,2800
20180826,增城,凤凰城,碧桂园凤凰城凤天苑,3室2厅,107平米,2600
20180826,增城,凤凰城,碧桂园凤凰城凤锦苑,3室2厅,120平米,3200
20180826,增城,凤凰城,碧桂园凤凰城凤锦苑,4室2厅,197平米,4600
20180826,增城,凤凰城,碧桂园凤凰城凤岭苑,3室2厅,121平米,2600
20180826,增城,凤凰城,碧桂园凤凰城凤天苑,3室2厅,107平米,3000
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,92平米,2000
20180826,增城,凤凰城,碧桂园凤凰城凤仪苑,2室2厅,78平米,1900
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,93平米,2200.38
20180826,增城,凤凰城,碧桂园凤凰城凤天苑,4室2厅,135平米,3300
20180826,增城,凤凰城,碧桂园凤凰城凤天苑,3室2厅,107平米,2200
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,97平米,2200
20180826,增城,凤凰城,翡翠绿洲森林半岛,2室2厅,92平米,2300
20180826,增城,凤凰城,合生湖山国际,4室2厅,158平米,3500
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,94平米,1800
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,97平米,3500
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,2室2厅,87平米,1800
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,2室2厅,97平米,2000
20180826,增城,凤凰城,翡翠绿洲鸣翠园,5室2厅,199平米,10000
20180826,增城,凤凰城,碧桂园凤凰城凤晴苑,1室1厅,52平米,1500
20180826,增城,凤凰城,合生湖山国际,4室2厅,138平米,2700
20180826,增城,凤凰城,碧桂园凤凰城凤妍苑,3室2厅,95平米,2800
20180826,增城,凤凰城,翡翠绿洲森林半岛,2室2厅,91平米,2500
20180826,增城,凤凰城,翡翠绿洲湖翠苑,3室2厅,103平米,2600
20180826,增城,凤凰城,翡翠绿洲湖翠苑,3室2厅,103平米,2200
20180826,增城,凤凰城,碧桂园凤凰城凤妍苑,3室2厅,95平米,2600
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,97平米,2200
20180826,增城,凤凰城,碧桂园凤凰城凤晴苑,2室1厅,86平米,2600
20180826,增城,凤凰城,东凌广场,1室1厅,50平米,1800
20180826,增城,凤凰城,碧桂园凤凰城凤晴苑,2室1厅,80平米,2300
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,93平米,2300
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,2室2厅,92平米,2400
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,101平米,2300
20180826,增城,凤凰城,东凌广场,3室2厅,102平米,2500
20180826,增城,凤凰城,翡翠绿洲湖绣苑,3室2厅,99平米,2300
20180826,增城,凤凰城,碧桂园凤凰城凤凰岛,2室2厅,102平米,3500
20180826,增城,凤凰城,碧桂园凤凰城凤晴苑,1室1厅,52平米,1600
20180826,增城,凤凰城,碧桂园凤凰城凤晴苑,2室2厅,88平米,2300
20180826,增城,凤凰城,碧桂园凤凰城凤天苑,3室2厅,97平米,3000
20180826,增城,凤凰城,碧桂园凤凰城凤仪苑,3室2厅,100平米,2800
20180826,增城,凤凰城,碧桂园凤凰城凤晴苑,2室2厅,80平米,1800
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,2室2厅,87平米,1800
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,2室2厅,87平米,1800
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,95平米,1950
20180826,增城,凤凰城,碧桂园凤凰城凤仪苑,5室2厅,168平米,3000
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,99平米,2200
20180826,增城,凤凰城,碧桂园凤凰城凤妍苑,3室2厅,99平米,2600
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,97平米,2100
20180826,增城,凤凰城,碧桂园凤凰城凤雅苑,4室2厅,210平米,10000
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,93平米,2000
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,93平米,2300
20180826,增城,凤凰城,碧桂园凤凰城凤妍苑,3室2厅,99平米,2400
20180826,增城,凤凰城,翡翠绿洲森林半岛,3室2厅,148平米,2500
20180826,增城,凤凰城,碧桂园凤凰城凤妍苑,3室2厅,95平米,2600
20180826,增城,凤凰城,碧桂园凤凰城凤妍苑,3室2厅,95平米,3000
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,98平米,2500
20180826,增城,凤凰城,碧桂园凤凰城凤岭苑,3室2厅,120平米,3000
20180826,增城,凤凰城,碧桂园凤凰城凤仪苑,2室1厅,78平米,2000
20180826,增城,凤凰城,碧桂园凤凰城凤妍苑,3室2厅,94平米,3200
20180826,增城,凤凰城,碧桂园凤凰城凤盈苑,4室2厅,168平米,3300
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,93平米,2000
20180826,增城,凤凰城,碧桂园凤凰城凤锦苑,3室2厅,135平米,3200
20180826,增城,凤凰城,碧桂园凤凰城凤锦苑,3室2厅,135平米,3500
20180826,增城,凤凰城,碧桂园凤凰城凤岭苑,3室2厅,142平米,3500
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,93平米,2300
20180826,增城,凤凰城,碧桂园凤凰城凤妍苑,3室2厅,95平米,2800
20180826,增城,凤凰城,东凌广场,2室2厅,77平米,1800
20180826,增城,凤凰城,碧桂园凤凰城凤晴苑,1室1厅,47平米,1600
20180826,增城,凤凰城,碧桂园凤凰城凤锦苑,3室2厅,124平米,3800
20180826,增城,凤凰城,碧桂园凤凰城凤妍苑,3室2厅,100平米,3100
20180826,增城,凤凰城,合生湖山国际,2室2厅,92平米,1800
20180826,增城,凤凰城,碧桂园凤凰城凤盈苑,2室2厅,96平米,2500
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,93平米,2000
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,2室2厅,92平米,2300
20180826,增城,凤凰城,翡翠绿洲育才阳光苑,3室2厅,95平米,2600
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,95平米,2600
20180826,增城,凤凰城,碧桂园凤凰城凤妍苑,3室2厅,95平米,2300
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,97平米,2000
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,97平米,2100
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,95平米,2100
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,2室2厅,104平米,2100
20180826,增城,凤凰城,碧桂园凤凰城凤仪苑,3室2厅,105平米,2200
20180826,增城,凤凰城,翡翠绿洲湖滨苑,3室2厅,99平米,2400
20180826,增城,凤凰城,碧桂园凤凰城凤妍苑,3室2厅,96平米,2500
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,2室2厅,92平米,2000
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室2厅,96平米,1600
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,2室2厅,85平米,1500
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,2室2厅,92平米,2000
20180826,增城,凤凰城,碧桂园凤凰城凤晴苑,2室2厅,80平米,1800
20180826,增城,凤凰城,翡翠绿洲森林半岛,2室1厅,74平米,2000
20180826,增城,凤凰城,碧桂园凤凰城凤馨苑,3室1厅,100平米,2200
